ID;aemet_equipo_loc;aemet_lej;aemet_fecha;aemet_lugar;aemet_provincia;aemet_aemet_tmax;aemet_tmin;aemet_sol;aemet_presMax;aemet_presMin;aemet_prec;aemet_racha;aemet_dir;aemet_velmedia;aemet_aemet_tmax_vis;aemet_tmin_vis;aemet_sol_vis;aemet_presMax_vis;aemet_presMin_vis;aemet_prec_vis;aemet_racha_vis;aemet_dir_vis;aemet_velmedia_vis;
g_1_YDQM5rqE;Eibar;1;2018-04-21;BILBAO AEROPUERTO;BIZKAIA;27.5;16.3;7.2;1013.8;1009.7;0.0;9.7;22;3.6;19.8;11.6;NaN;943.1;939.5;0.0;9.2;03;2.5;
g_1_MwBdatMs;Atletico de Madrid;0;2018-04-22;MADRID, RETIRO;MADRID;22.9;13.0;NaN;941.2;937.0;NA;7.8;10;1.9;24.7;15.1;8.6;1012.1;1007.7;10.3;8.9;99;2.8;
g_1_KUOU3MDQ;Las Palmas;0;2018-04-22;GRAN CANARIA AEROPUERTO;LAS PALMAS;21.1;15.5;2.2;1012.7;1009.1;1.1;8.9;99;2.8;24.5;9.5;10.2;960.0;955.5;1.2;12.5;16;2.2;
g_1_4201b0yl;Malaga;0;2018-04-22;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;24.1;14.1;NaN;1009.6;1005.3;3.4;6.4;07;2.2;20.3;13.0;8.3;988.9;985.4;2.5;12.5;23;2.8;
g_1_C4PQ42bK;Girona;1;2018-04-22;GIRONA AEROPUERTO;GIRONA;25.0;8.9;10.8;1002.4;999.9;0.0;11.4;99;3.9;22.5;14.4;9.0;1018.8;1016.2;0.0;10.3;99;4.4;
g_1_I545cKjf;Athletic Club;1;2018-04-23;BILBAO AEROPUERTO;BIZKAIA;17.4;13.6;0.0;1018.0;1015.1;0.3;6.7;04;1.4;24.8;13.6;6.0;1012.6;1010.8;0.0;7.8;99;2.8;
g_1_YeXj9Hk6;Levante;0;2018-04-27;VALENCIA AEROPUERTO;VALENCIA;24.4;12.7;9.9;1007.2;1001.4;1.7;8.9;99;3.9;25.2;14.3;10.9;1014.5;1008.9;0.0;9.7;23;3.6;
g_1_KCZ26FZO;Villarreal;0;2018-04-28;CASTELLÓN - ALMASSORA;CASTELLON;21.6;15.4;6.6;1007.3;1000.9;0.6;8.1;99;2.2;13.9;5.5;5.5;984.5;978.3;29.0;9.7;23;1.9;
g_1_naye8y5C;Real Madrid;0;2018-04-28;MADRID, RETIRO;MADRID;18.7;10.2;NaN;935.1;930.1;6.2;11.9;22;3.6;18.7;10.2;NaN;935.1;930.1;6.2;11.9;22;3.6;
g_1_jXsnAcz0;Real Sociedad;0;2018-04-28;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;10.8;8.8;0.0;985.4;976.3;3.0;6.4;12;2.2;12.2;9.6;0.0;1011.6;1002.9;0.1;4.7;99;1.1;
g_1_4GuzDajs;Espanyol;0;2018-04-28;BARCELONA AEROPUERTO;BARCELONA;21.1;15.8;8.8;1012.1;1007.3;0.4;6.7;20;2.5;23.2;16.6;12.1;1016.2;1011.9;0.1;16.4;99;7.5;
g_1_tMza7eKI;Deportivo de La Coruna;0;2018-04-29;A CORUÑA;A CORUÑA;13.0;8.7;3.0;1005.6;998.9;5.8;11.9;25;4.4;20.1;12.8;6.0;1011.9;1003.8;0.2;22.8;30;7.5;
g_1_0lp4ILSJ;Valencia;0;2018-04-29;VALENCIA AEROPUERTO;VALENCIA;20.7;13.0;9.3;1007.6;998.1;0.0;21.1;26;9.4;15.7;9.1;2.3;1007.5;1001.3;4.1;12.5;34;3.1;
g_1_r7vvCJ5m;Alaves;0;2018-04-29;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;14.1;5.4;3.3;952.2;945.7;12.3;12.5;22;2.2;12.6;4.0;NaN;937.0;928.3;3.8;14.4;24;4.4;
g_1_bZ27HurQ;Getafe;1;2018-04-29;MADRID, RETIRO;MADRID;12.6;4.0;NaN;937.0;928.3;3.8;14.4;24;4.4;18.6;5.9;4.7;995.7;987.4;9.2;17.5;26;5.8;
g_1_CtqrBwLg;Real Betis;0;2018-04-30;SEVILLA AEROPUERTO;SEVILLA;17.8;6.9;8.5;1014.5;1011.6;3.5;11.4;33;3.3;21.2;10.7;NaN;1012.7;1008.3;0.0;8.6;34;1.9;
g_1_jgJMMzK5;Sevilla;0;2018-05-04;SEVILLA AEROPUERTO;SEVILLA;25.9;11.6;11.4;1011.4;1007.0;0.0;14.4;99;3.1;14.4;9.7;9.1;991.2;989.5;0.0;10.6;05;5.6;
g_1_jiv326Yj;Villarreal;0;2018-05-05;CASTELLÓN - ALMASSORA;CASTELLON;22.2;13.1;8.0;1013.1;1009.2;0.0;6.7;10;1.7;24.3;13.1;7.6;1011.2;1007.1;0.0;10.3;09;3.3;
g_1_vHza3nJp;Celta de Vigo;0;2018-05-05;VIGO AEROPUERTO;PONTEVEDRA;22.8;9.1;NaN;987.2;984.9;0.0;10.3;26;3.9;19.2;10.4;13.6;1012.7;1009.2;0.0;12.2;35;5.6;
g_1_C2KING4a;Athletic Club;1;2018-05-05;BILBAO AEROPUERTO;BIZKAIA;17.7;7.9;3.4;1017.9;1015.2;0.0;7.2;32;2.5;27.5;11.4;12.9;1012.4;1009.1;0.0;6.1;99;2.2;
g_1_K4uvVbCP;Girona;1;2018-05-05;GIRONA AEROPUERTO;GIRONA;22.4;11.8;1.4;1001.3;997.1;3.3;8.9;02;3.1;17.7;7.9;3.4;1017.9;1015.2;0.0;7.2;32;2.5;
g_1_bJMUKElI;Barcelona;0;2018-05-06;BARCELONA AEROPUERTO;BARCELONA;22.5;14.8;4.9;1018.6;1015.4;2.6;12.5;99;4.2;24.0;12.8;NaN;942.1;937.6;1.5;12.8;08;1.7;
g_1_MDR5QIKt;Las Palmas;0;2018-05-06;GRAN CANARIA AEROPUERTO;LAS PALMAS;20.0;15.0;0.6;1012.7;1009.6;0.0;10.3;34;3.3;24.0;12.8;NaN;942.1;937.6;1.5;12.8;08;1.7;
g_1_GzR9Pxzm;Atletico de Madrid;0;2018-05-06;MADRID, RETIRO;MADRID;24.0;12.8;NaN;942.1;937.6;1.5;12.8;08;1.7;22.5;14.8;4.9;1018.6;1015.4;2.6;12.5;99;4.2;
g_1_UwVDOdkg;Malaga;0;2018-05-06;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;22.3;12.7;NaN;1011.6;1008.6;0.0;7.8;13;2.8;25.4;2.7;13.2;960.9;956.1;0.0;9.2;02;2.8;
g_1_KSNQLfZB;Leganes;1;2018-05-07;MADRID, RETIRO;MADRID;22.7;12.4;NaN;940.6;936.4;13.5;16.7;09;1.4;23.8;11.4;13.1;1010.0;1006.0;0.0;9.2;05;2.5;
g_1_CS39dv60;Sevilla;0;2018-05-09;SEVILLA AEROPUERTO;SEVILLA;21.6;16.2;0.8;1011.5;1008.4;0.0;10.3;23;5.0;25.0;13.2;NaN;935.6;933.2;0.0;7.8;31;1.9;
g_1_8fcIfIzD;Barcelona;0;2018-05-09;BARCELONA AEROPUERTO;BARCELONA;21.9;14.7;3.9;1010.3;1008.2;NA;7.8;99;3.6;24.7;15.8;13.2;1006.0;1003.3;0.0;7.2;10;1.9;
g_1_QoEuGP2j;Real Madrid;0;2018-05-12;MADRID, RETIRO;MADRID;20.2;10.5;NaN;941.4;937.4;0.0;11.1;31;3.1;13.0;6.3;NaN;994.4;988.8;2.7;10.8;99;3.9;
g_1_YZJ1N7AG;Alaves;0;2018-05-12;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;10.3;2.0;0.5;961.8;955.6;3.1;15.0;99;2.5;12.9;5.8;0.0;1017.7;1011.3;5.6;17.5;33;5.6;
g_1_4xDqFqId;Deportivo de La Coruna;0;2018-05-12;A CORUÑA;A CORUÑA;14.3;9.5;9.6;1016.3;1010.4;5.6;13.6;28;6.7;23.7;15.2;10.1;1011.5;1004.2;0.0;14.4;36;2.5;
g_1_roRlQ9Qc;Eibar;1;2018-05-12;BILBAO AEROPUERTO;BIZKAIA;12.9;5.8;0.0;1017.7;1011.3;5.6;17.5;33;5.6;22.5;17.0;9.1;1016.2;1013.5;0.0;18.6;99;9.7;
g_1_0MLgPTu4;Getafe;1;2018-05-12;MADRID, RETIRO;MADRID;20.2;10.5;NaN;941.4;937.4;0.0;11.1;31;3.1;20.2;10.5;NaN;941.4;937.4;0.0;11.1;31;3.1;
g_1_4fSpRkBi;Girona;1;2018-05-12;GIRONA AEROPUERTO;GIRONA;23.7;8.7;6.1;1001.2;995.7;44.0;15.0;19;4.7;29.2;14.1;10.9;1008.9;1001.5;0.0;13.9;26;4.4;
g_1_nwO5MRPM;Real Betis;0;2018-05-12;SEVILLA AEROPUERTO;SEVILLA;24.2;12.2;11.1;1017.5;1013.3;0.0;12.5;31;5.0;24.2;12.2;11.1;1017.5;1013.3;0.0;12.5;31;5.0;
g_1_U1DALouT;Real Sociedad;0;2018-05-12;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;12.8;6.7;0.0;991.5;984.9;13.9;18.3;36;5.6;20.2;10.5;NaN;941.4;937.4;0.0;11.1;31;3.1;
g_1_WAaxH5mp;Levante;0;2018-05-13;VALENCIA AEROPUERTO;VALENCIA;24.7;11.9;13.3;1012.2;1007.5;0.0;11.7;13;4.7;19.8;10.1;7.3;1016.7;1012.7;0.0;14.4;04;5.6;
g_1_vDKcOmeA;Espanyol;0;2018-05-13;BARCELONA AEROPUERTO;BARCELONA;19.8;10.1;7.3;1016.7;1012.7;0.0;14.4;04;5.6;24.9;13.6;NaN;1014.8;1012.8;0.0;9.4;27;4.2;
g_1_dzQX4sAe;Villarreal;0;2018-05-19;CASTELLÓN - ALMASSORA;CASTELLON;24.7;14.1;13.4;1012.2;1009.8;0.0;7.2;12;1.9;25.4;13.6;NaN;941.1;937.3;0.1;11.1;04;0.6;
g_1_2DlxG7Id;Las Palmas;0;2018-05-19;GRAN CANARIA AEROPUERTO;LAS PALMAS;23.9;17.6;6.4;1013.6;1010.6;0.0;15.3;02;7.5;25.6;9.5;5.7;1001.2;999.3;2.4;8.9;99;1.7;
g_1_AwhpEom9;Malaga;0;2018-05-19;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;23.3;15.0;NaN;1011.6;1009.5;0.0;6.7;13;2.8;25.4;13.6;NaN;941.1;937.3;0.1;11.1;04;0.6;
g_1_65ogCPHL;Sevilla;0;2018-05-19;SEVILLA AEROPUERTO;SEVILLA;28.2;15.1;8.6;1012.1;1009.1;11.4;12.8;08;3.1;21.4;5.9;10.2;960.8;958.0;0.0;10.8;02;4.2;
g_1_pdpcBqXR;Leganes;1;2018-05-19;MADRID, RETIRO;MADRID;25.4;13.6;NaN;941.1;937.3;0.1;11.1;04;0.6;28.2;15.1;8.6;1012.1;1009.1;11.4;12.8;08;3.1;
g_1_EBzT5Nfk;Celta de Vigo;0;2018-05-19;VIGO AEROPUERTO;PONTEVEDRA;24.4;14.7;NaN;987.4;985.2;0.0;10.8;25;4.4;24.6;12.2;13.3;1010.2;1007.5;0.0;9.2;99;3.9;
g_1_GGhtFRX2;Atletico de Madrid;0;2018-05-20;MADRID, RETIRO;MADRID;22.5;13.3;NaN;939.6;934.4;0.0;12.8;03;1.1;21.2;11.4;12.6;1015.1;1009.0;0.0;8.9;02;3.3;
g_1_lUjlD52F;Athletic Club;1;2018-05-20;BILBAO AEROPUERTO;BIZKAIA;21.2;11.4;12.6;1015.1;1009.0;0.0;8.9;02;3.3;24.3;16.6;11.7;1015.5;1012.4;0.0;8.3;99;4.2;
g_1_zROy41P1;Valencia;0;2018-05-20;VALENCIA AEROPUERTO;VALENCIA;24.7;11.8;12.8;1009.2;1005.3;0.0;9.2;99;3.3;19.7;11.5;14.1;1010.7;1003.8;0.0;9.4;35;3.6;
