ID;jornada;horario;local;visitante;Date;FTHG;FTAG;FTR;HS;AS;HC;AC;B365H;B365D;B365A;BWH;BWD;BWA;BbAv>2.5;BbAv<2.5;
g_1_6omuxqxm;3;02.09. 20:45;Betis;Sevilla;02/09/2018;1;0;H;11;8;5;8;2.8;3.5;2.45;2.8;3.5;2.45;1.58;2.36;
g_1_pxnqy3ig;3;02.09. 18:30;Barcelona;Huesca;02/09/2018;8;2;H;31;7;9;4;1.08;11;29;1.06;12;36;1.21;4.3;
g_1_6VbHM3x0;3;02.09. 16:15;Alaves;Espanyol;02/09/2018;2;1;H;8;11;0;12;2.9;3.1;2.54;2.85;3.1;2.65;2.56;1.5;
g_1_ANeYILyP;3;02.09. 12:00;Levante;Valencia;02/09/2018;2;2;D;13;18;3;5;3.75;3.4;2;3.7;3.3;2.1;1.82;1.99;
g_1_vaomzN6a;3;01.09. 20:45;Real Madrid;Leganes;01/09/2018;4;1;H;17;8;8;1;1.12;9;21;1.12;8.75;23;1.33;3.23;
g_1_Ee2PKs7C;3;01.09. 18:30;Celta Vigo;Atl. Madrid;01/09/2018;2;0;H;10;9;2;8;5.5;3.4;1.75;5;3.6;1.75;2.1;1.72;
g_1_QZVswPMt;3;31.08. 22:00;Eibar;Real Sociedad;31/08/2018;2;1;H;8;7;4;2;2.75;3.25;2.62;2.75;3.2;2.65;2.2;1.67;
g_1_z53LLNi6;3;31.08. 22:00;Villarreal;Girona;31/08/2018;0;1;A;13;14;7;2;1.57;4;6;1.55;4.2;6;1.91;1.89;
g_1_pGA8OP7m;3;27.08. 22:00;Ath Bilbao;Huesca;27/08/2018;2;2;D;14;9;3;2;1.61;3.6;6.5;1.6;3.75;6.5;2.01;1.79;
g_1_Eyzv9p80;2;27.08. 20:15;Levante;Celta Vigo;27/08/2018;1;2;A;15;21;7;7;2.4;3.25;3;2.5;3.25;2.95;2.03;1.78;
g_1_xALYURUJ;2;26.08. 22:15;Girona;Real Madrid;26/08/2018;1;4;A;10;20;4;7;8;5.5;1.36;9.25;4.75;1.36;1.5;2.52;
g_1_M1wn7OxD;2;26.08. 22:15;Sevilla;Villarreal;26/08/2018;0;0;D;19;14;4;5;1.72;4.2;4.33;1.72;3.9;4.75;1.71;2.12;
g_1_G0KxUopQ;2;26.08. 18:15;Espanyol;Valencia;26/08/2018;2;0;H;19;16;6;10;3.25;3.2;2.37;2.95;3.3;2.45;2.07;1.74;
g_1_Svvr84N6;2;25.08. 22:15;Valladolid;Barcelona;25/08/2018;0;1;A;7;10;6;10;17;7.5;1.16;15;7;1.19;1.42;2.8;
g_1_Yu74P5hs;2;25.08. 20:15;Atl. Madrid;Rayo Vallecano;25/08/2018;1;0;H;9;13;8;5;1.16;7;21;1.17;7.25;18;1.57;2.38;
g_1_WCpZ9Qhf;2;25.08. 18:15;Alaves;Betis;25/08/2018;0;0;D;16;13;5;6;2.8;3.25;2.6;2.65;3.3;2.6;2.13;1.7;
g_1_0hxj6rhJ;2;24.08. 22:15;Leganes;Real Sociedad;24/08/2018;2;2;D;18;7;5;0;3.5;3.3;2.1;3.5;3.2;2.2;2.36;1.58;
g_1_KhmTDZgS;2;20.08. 22:00;Ath Bilbao;Leganes;20/08/2018;2;1;H;17;12;6;2;1.75;3.3;5.5;1.78;3.5;5;2.35;1.58;
g_1_ML9bTEgF;1;20.08. 20:00;Valencia;Atl. Madrid;20/08/2018;1;1;D;13;9;4;10;3;3.2;2.5;2.85;3.25;2.55;2.33;1.59;
g_1_boXRBnOs;1;19.08. 22:15;Real Madrid;Getafe;19/08/2018;2;0;H;10;4;3;0;1.2;7;13;1.18;7.25;16;1.45;2.66;
g_1_QgGkVzP2;1;19.08. 20:15;Rayo Vallecano;Sevilla;19/08/2018;1;4;A;13;17;2;6;3.25;3.6;2.14;3.5;3.5;2.1;1.76;2.04;
g_1_YaT37XWe;1;19.08. 18:15;Eibar;Huesca;19/08/2018;1;2;A;18;8;7;0;1.66;3.75;5.5;1.7;3.7;5.25;1.88;1.91;
g_1_vcKgUfv9;1;18.08. 22:15;Barcelona;Alaves;18/08/2018;3;0;H;25;3;7;1;1.11;10;21;1.11;10;20;1.34;3.18;
g_1_hMoVA6wl;1;18.08. 20:15;Villarreal;Real Sociedad;18/08/2018;1;2;A;16;8;4;6;2.04;3.4;3.8;2.05;3.3;3.9;1.99;1.81;
g_1_GOYb8DHk;1;18.08. 18:15;Celta Vigo;Espanyol;18/08/2018;1;1;D;12;14;8;7;1.85;3.5;4.5;1.91;3.4;4.25;2.06;1.76;
g_1_xYZf9g2q;1;17.08. 22:15;Betis;Levante;17/08/2018;0;3;A;22;6;5;3;1.66;4;5;1.7;3.7;5.25;1.76;2.06;
g_1_jFGtbkAQ;38;18.05. 13:00;Levante;Atl. Madrid;18/05/2019;2;2;D;17;17;6;4;3.75;3.75;1.95;3.5;3.75;2;1.65;2.23;
g_1_rZOApWuR;37;12.05. 18:30;Villarreal;Eibar;12/05/2019;1;0;H;11;4;5;3;1.6;4.33;5;1.6;4.4;5;1.55;2.43;
g_1_hlnaSWJr;36;03.05. 21:00;Sevilla;Leganes;03/05/2019;0;3;A;7;9;3;4;1.36;5;8.5;1.36;5;8.75;1.69;2.18;
g_1_ELTwNyr3;35;27.04. 13:00;Ath Bilbao;Alaves;27/04/2019;1;1;D;14;14;8;6;1.45;4.2;7.5;1.5;4;6.5;2.16;1.7;
g_1_zBAALO6b;34;23.04. 19:30;Huesca;Eibar;23/04/2019;2;0;H;12;7;5;3;2.25;3.5;3;2.35;3.4;3;1.7;2.16;
g_1_0GO09cd6;33;19.04. 21:00;Alaves;Valladolid;19/04/2019;2;2;D;10;12;5;7;2.1;3.2;3.75;2.1;3.2;3.9;2.45;1.55;
g_1_CjjDI1ZJ;32;13.04. 13:00;Espanyol;Alaves;13/04/2019;2;1;H;6;14;4;8;1.8;3.5;4.75;1.78;3.5;5;2.28;1.63;
g_1_z9H5aMSs;31;06.04. 13:00;Girona;Espanyol;06/04/2019;1;2;A;14;9;1;4;2.5;3.2;3;2.55;3.1;3;2.22;1.66;
g_1_MXD3qAxp;30;02.04. 19:30;Atl. Madrid;Girona;02/04/2019;2;0;H;17;12;4;3;1.36;4.5;10;1.36;4.6;10;2.02;1.8;
g_1_rJzHhEFc;29;29.03. 21:00;Girona;Ath Bilbao;29/03/2019;1;2;A;6;8;3;3;2.87;2.9;2.7;2.85;2.95;2.75;2.57;1.5;
g_1_dMEowZFA;28;15.03. 21:00;Real Sociedad;Levante;15/03/2019;1;1;D;22;8;5;3;1.8;3.75;4.5;1.85;3.5;4.4;1.89;1.92;
g_1_OvmsBGWH;27;08.03. 21:00;Ath Bilbao;Espanyol;08/03/2019;1;1;D;15;5;7;0;1.66;3.6;6;1.67;3.6;5.75;2.26;1.64;
g_1_2PbYCx25;26;01.03. 21:00;Rayo Vallecano;Girona;01/03/2019;0;2;A;9;12;7;1;2.25;3.4;3.2;2.25;3.3;3.3;1.94;1.87;
g_1_KrxOdQB7;25;22.02. 21:00;Espanyol;Huesca;22/02/2019;1;1;D;13;13;7;4;1.72;3.6;5;1.75;3.6;5;2.01;1.81;
g_1_8QawoTCe;24;15.02. 21:00;Eibar;Getafe;15/02/2019;2;2;D;11;7;3;3;2.05;3.3;4;2.05;3.1;4.1;2.64;1.47;
g_1_Sj0geDz3;23;08.02. 21:00;Valladolid;Villarreal;08/02/2019;0;0;D;9;7;8;3;2.9;3.3;2.4;3;3.25;2.45;2.09;1.75;
g_1_bccSzOXj;22;01.02. 21:00;Huesca;Valladolid;01/02/2019;4;0;H;11;9;7;7;2.25;3.25;3.4;2.25;3.2;3.4;2.52;1.52;
g_1_WrsnehJ5;21;26.01. 13:00;Sevilla;Levante;26/01/2019;5;0;H;23;7;5;8;1.53;4.33;6;1.55;4.33;5.75;1.47;2.45;
g_1_l0Pepy5m;20;18.01. 21:00;Getafe;Alaves;18/01/2019;4;0;H;12;6;4;2;2;3.1;4.5;1.95;3.1;4.75;2.74;1.44;
g_1_SzrfxvDQ;19;11.01. 21:00;Rayo Vallecano;Celta Vigo;11/01/2019;4;2;H;11;13;7;5;2.5;3.4;2.8;2.5;3.3;2.85;2.14;1.71;
g_1_AZ9rKvir;18;04.01. 19:00;Levante;Girona;04/01/2019;2;2;D;19;9;8;2;2.15;3.5;3.3;2.15;3.5;3.3;1.71;2.14;
g_1_jRYSP9N3;17;21.12. 19:30;Girona;Getafe;21/12/2018;1;1;D;12;5;4;1;2.62;3;2.9;2.75;2.9;2.9;2.6;1.49;
g_1_Iq7OcivB;16;14.12. 21:00;Celta Vigo;Leganes;14/12/2018;0;0;D;15;5;10;0;1.85;3.5;4.33;1.83;3.5;4.6;2.23;1.65;
g_1_rREB0gfh;15;07.12. 21:00;Leganes;Getafe;07/12/2018;1;1;D;17;6;7;2;2.62;2.9;3;2.6;3;3;2.89;1.5;
g_1_bF0Pldet;14;30.11. 21:00;Rayo Vallecano;Eibar;30/11/2018;1;0;H;5;13;1;4;3.1;3.3;2.3;3;3.3;2.4;1.87;1.93;
g_1_lOaFgos8;13;23.11. 21:00;Leganes;Alaves;23/11/2018;1;0;H;13;7;5;3;2.2;3.1;3.6;2.2;3.1;3.6;2.56;1.5;
g_1_0nqaYFg2;12;09.11. 21:00;Levante;Real Sociedad;09/11/2018;1;3;A;17;15;6;4;2.62;3.4;2.62;2.65;3.4;2.65;1.96;1.85;
g_1_baKHLxAd;11;03.11. 13:00;Leganes;Atl. Madrid;03/11/2018;1;1;D;8;9;4;7;5.75;3.4;1.72;6;3.3;1.72;2.65;1.47;
g_1_4xqMW2Ic;10;26.10. 21:00;Valladolid;Espanyol;26/10/2018;1;1;D;15;11;5;2;3.4;3.1;2.25;3.1;3.2;2.4;2.38;1.58;
g_1_dKiUJ1MI;3;24.10. 19:00;Rayo Vallecano;Ath Bilbao;24/10/2018;1;1;D;11;12;5;4;3.3;3.3;2.25;3.3;3.3;2.25;1.97;1.83;
g_1_hKlOFAs6;9;19.10. 21:00;Celta Vigo;Alaves;19/10/2018;0;1;A;19;9;6;2;1.66;4;5;1.75;3.75;4.75;1.88;1.92;
g_1_OQLx4Drf;8;05.10. 21:00;Ath Bilbao;Real Sociedad;05/10/2018;1;3;A;13;6;11;0;2.04;3.4;3.8;2.05;3.4;3.75;2.06;1.76;
g_1_WStbBejK;7;28.09. 21:00;Rayo Vallecano;Espanyol;28/09/2018;2;2;D;11;12;5;3;2.8;3.3;2.6;2.7;3.2;2.75;2.05;1.77;
g_1_r7OBabi8;6;25.09. 20:00;Espanyol;Eibar;25/09/2018;1;0;H;9;8;4;3;1.9;3.3;4.5;1.91;3.3;4.4;2.39;1.57;
g_1_xzsnQc0k;5;21.09. 21:00;Huesca;Real Sociedad;21/09/2018;0;1;A;13;7;7;5;3.6;3.4;2.1;3.6;3.4;2.1;2.04;1.78;
g_1_OO8vU61N;4;14.09. 21:00;Huesca;Rayo Vallecano;14/09/2018;0;1;A;14;14;6;3;2.14;3.5;3.4;2.1;3.6;3.4;1.85;1.96;
g_1_OQqGs5EP;3;31.08. 20:00;Getafe;Valladolid;31/08/2018;0;0;D;12;7;6;7;1.9;3.2;4.75;1.85;3.25;5;2.59;1.49;
g_1_Sv0DNqNg;2;24.08. 20:15;Getafe;Eibar;24/08/2018;2;0;H;7;9;5;5;1.95;3.2;4.33;1.95;3.3;4.2;2.62;1.47;
g_1_CjS76in2;1;17.08. 20:15;Girona;Valladolid;17/08/2018;0;0;D;13;2;3;2;1.75;3.6;5;1.75;3.5;5.25;2.13;1.71;
